statecode,statename,distnew_1,nfhs1_districtname,districtcode_nfhs1,distnew_2,nfhs2_districtname,districtcode_nfhs2,state_nfhs5,name_nfhs5,distnew_4,nfhs4_districtname,districtcode_nfhs4,distnew_5,nfhs5_districtname,districtcode_nfhs5,state_sbm,district_sbm,,,,,,,,,,,,,,
21,sikkim,,,,1223,NORTH DISTRICT,1,110,sikkim,1223,north  district,241,1223,north  district,241,SIKKIM,NORTH SIKKIM,,,,,,,,,,,,,,
21,sikkim,,,,1226,EAST DISTRICT,4,110,sikkim,1226,east district,244,1226,east district,244,SIKKIM,EAST SIKKIM,,,,,,,,,,,,,,
21,sikkim,,,,1225,SOUTH DISTRICT,3,110,sikkim,1225,south district,243,1225,south district,243,SIKKIM,SOUTH SIKKIM,,,,,,,,,,,,,,
21,sikkim,,,,1224,WEST DISTRICT,2,110,sikkim,1224,west district,242,1224,west district,242,SIKKIM,WEST SIKKIM,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1537,thiruvallur,602,1537,thiruvallur,602,TAMIL NADU,TIRUVALLUR,,,,,,,,,,,,,,
22,tamil nadu,1538,Chennai,1,1538,Chennai,1,131,tamil nadu,1538,chennai,603,1538,chennai,603,TAMIL NADU,0,,,,,,,,,,,,,,
22,tamil nadu,1537,Chengalpattu-M.G.R.,2,1537,Chengalpattu-M.G.R.,2,131,tamil nadu,1537,kancheepuram,604,1537,kancheepuram,604,TAMIL NADU,KANCHIPURAM,,,,,,,,,,,,,,
22,tamil nadu,1540,North Arcot Ambedkar,3,1540,North Arcot Ambedkar,3,131,tamil nadu,1540,vellore,605,1540,vellore,605,TAMIL NADU,VELLORE,,,,,,,,,,,,,,
22,tamil nadu,1541,Tiruvannamalai Sambuvarayar,5,1541,Tiruvannamalai Sambuvarayar,5,131,tamil nadu,1541,tiruvannamalai,606,1541,tiruvannamalai,606,TAMIL NADU,TIRUVANNAMALAI,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1542,viluppuram,607,1542,viluppuram,607,TAMIL NADU,VILLUPURAM,,,,,,,,,,,,,,
22,tamil nadu,1543,Salem,7,1543,Salem,7,131,tamil nadu,1543,salem,608,1543,salem,608,TAMIL NADU,SALEM,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1543,namakkal,609,1543,namakkal,609,TAMIL NADU,NAMAKKAL,,,,,,,,,,,,,,
22,tamil nadu,1545,Periyar,8,1545,Periyar,8,131,tamil nadu,1545,erode,610,1545,erode,610,TAMIL NADU,ERODE,,,,,,,,,,,,,,
22,tamil nadu,1546,Nilgiris,9,1546,Nilgiris,9,131,tamil nadu,1546,the nilgiris,611,1546,the nilgiris,611,TAMIL NADU,NILGIRIS(UDHAGAMANDALAM),,,,,,,,,,,,,,
22,tamil nadu,1547,Dindigul-Anna,11,1547,Dindigul-Anna,11,131,tamil nadu,1547,dindigul,612,1547,dindigul,612,TAMIL NADU,DINDIGUL,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1548,karur,613,1548,karur,613,TAMIL NADU,KARUR,,,,,,,,,,,,,,
22,tamil nadu,1548,Tiruchirappalli,12,1548,Tiruchirappalli,12,131,tamil nadu,1548,tiruchirappalli,614,1548,tiruchirappalli,614,TAMIL NADU,TIRUCHIRAPPALLI,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1548,perambalur,615,1548,perambalur,615,TAMIL NADU,PERAMBALUR,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1548,ariyalur,616,1548,ariyalur,616,TAMIL NADU,Ariyalur,,,,,,,,,,,,,,
22,tamil nadu,1542,South Arcot,6,1542,South Arcot,6,131,tamil nadu,1542,cuddalore,617,1542,cuddalore,617,TAMIL NADU,CUDDALORE,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1555,nagapattinam,618,1555,nagapattinam,618,TAMIL NADU,NAGAPATTINAM,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1555,thiruvarur,619,1555,thiruvarur,619,TAMIL NADU,TIRUVARUR,,,,,,,,,,,,,,
22,tamil nadu,1555,Thanjavur,13,1555,Thanjavur,13,131,tamil nadu,1555,thanjavur,620,1555,thanjavur,620,TAMIL NADU,THANJAVUR,,,,,,,,,,,,,,
22,tamil nadu,1556,Pudukkottai,14,1556,Pudukkottai,14,131,tamil nadu,1556,pudukkottai,621,1556,pudukkottai,621,TAMIL NADU,PUDUKKOTTAI,,,,,,,,,,,,,,
22,tamil nadu,1557,Pasumpon Muthuramalinga The,15,1557,Pasumpon Muthuramalinga The,15,131,tamil nadu,1557,sivaganga,622,1557,sivaganga,622,TAMIL NADU,SIVAGANGA,,,,,,,,,,,,,,
22,tamil nadu,1558,Madurai,16,1558,Madurai,16,131,tamil nadu,1558,madurai,623,1558,madurai,623,TAMIL NADU,MADURAI,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1558,theni,624,1558,theni,624,TAMIL NADU,THENI,,,,,,,,,,,,,,
22,tamil nadu,1560,Kamarajar,17,1560,Kamarajar,17,131,tamil nadu,1560,virudhunagar,625,1560,virudhunagar,625,TAMIL NADU,VIRUDHUNAGAR,,,,,,,,,,,,,,
22,tamil nadu,,,,1561,Ramanathapuram,18,131,tamil nadu,1561,ramanathapuram,626,1561,ramanathapuram,626,TAMIL NADU,RAMANATHAPURAM,,,,,,,,,,,,,,
22,tamil nadu,,,,1562,Chidambaranar,19,131,tamil nadu,1562,thoothukkudi,627,1562,thoothukkudi,627,TAMIL NADU,THOOTHUKUDI,,,,,,,,,,,,,,
22,tamil nadu,,,,1563,Tirunelveli Kattabomman,20,131,tamil nadu,1563,tirunelveli,628,1563,tirunelveli,628,TAMIL NADU,TIRUNELVELI,,,,,,,,,,,,,,
22,tamil nadu,,,,1564,Kanniyakumari,21,131,tamil nadu,1564,kanniyakumari,629,1564,kanniyakumari,629,TAMIL NADU,KANYAKUMARI(NAGERCOIL),,,,,,,,,,,,,,
22,tamil nadu,1565,Dharmapuri,4,1565,Dharmapuri,4,131,tamil nadu,1565,dharmapuri,630,1565,dharmapuri,630,TAMIL NADU,DHARMAPURI,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1565,krishnagiri,631,1565,krishnagiri,631,TAMIL NADU,KRISHNAGIRI,,,,,,,,,,,,,,
22,tamil nadu,1545,Coimbatore,10,1545,Coimbatore,10,131,tamil nadu,1545,coimbatore,632,1545,coimbatore,632,TAMIL NADU,COIMBATORE,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1545,tiruppur,633,1545,tiruppur,633,TAMIL NADU,TIRUPPUR,,,,,,,,,,,,,,
,,,,,,,,131,tamil nadu,1569,yanam,634,1569,yanam,634,PUDUCHERRY,0,,,,,,,,,,,,,,
23,west bengal,1291,DARJILING,3,1291,DARJILING,3,118,west bengal,1291,darjiling,327,1291,darjiling,327,WEST BENGAL,DARJEELING,,,,,,,,,,,,,,
23,west bengal,1292,JALPAIGURI,2,1292,JALPAIGURI,2,118,west bengal,1292,jalpaiguri,328,1292,jalpaiguri,328,WEST BENGAL,JALPAIGURI,,,,,,,,,,,,,,
23,west bengal,1293,KOCHBIHAR,1,1293,KOCHBIHAR,1,118,west bengal,1293,koch bihar,329,1293,koch bihar,329,WEST BENGAL,COOCH BEHAR,,,,,,,,,,,,,,
23,west bengal,1294,WEST DINAJPUR,4,1294,WEST DINAJPUR,4,118,west bengal,1294,uttar dinajpur,330,1294,uttar dinajpur,330,WEST BENGAL,UTTAR DINAJPUR,,,,,,,,,,,,,,
,,,,,,,,118,west bengal,1294,dakshin dinajpur,331,1294,dakshin dinajpur,331,WEST BENGAL,DAKSHIN DINAJPUR,,,,,,,,,,,,,,
23,west bengal,1296,MALDAH,5,1296,MALDAH,5,118,west bengal,1296,maldah,332,1296,maldah,332,WEST BENGAL,MALDA,,,,,,,,,,,,,,
23,west bengal,1297,MURSHIDABAD,6,1297,MURSHIDABAD,6,118,west bengal,1297,murshidabad,333,1297,murshidabad,333,WEST BENGAL,MURSHIDABAD,,,,,,,,,,,,,,
23,west bengal,,,,1298,BIRBHUM,17,118,west bengal,1298,birbhum,334,1298,birbhum,334,WEST BENGAL,BIRBHUM,,,,,,,,,,,,,,
23,west bengal,1299,NADIA,7,1299,NADIA,7,118,west bengal,1299,nadia,336,1299,nadia,336,WEST BENGAL,NADIA,,,,,,,,,,,,,,
23,west bengal,1300,NORTH TWENTY FOUR PARGANAS,8,1300,NORTH TWENTY FOUR PARGANAS,8,118,west bengal,1300,north twenty four parganas,337,1300,north twenty fou,337,WEST BENGAL,NORTH 24 PARAGANAS,,,,,,,,,,,,,,
23,west bengal,1301,HUGLI,12,1301,HUGLI,12,118,west bengal,1301,hugli,338,1301,hugli,338,WEST BENGAL,HOOGHLY,,,,,,,,,,,,,,
23,west bengal,1302,BANKURA,14,1302,BANKURA,14,118,west bengal,1302,bankura,339,1302,bankura,339,WEST BENGAL,BANKURA,,,,,,,,,,,,,,
23,west bengal,1303,PURULIYA,15,1303,PURULIYA,15,118,west bengal,1303,puruliya,340,1303,puruliya,340,WEST BENGAL,PURULIA,,,,,,,,,,,,,,
23,west bengal,1304,HAORA,11,1304,HAORA,11,118,west bengal,1304,haora,341,1304,haora,341,WEST BENGAL,HOWRAH,,,,,,,,,,,,,,
23,west bengal,1305,CALCUTTA,10,1305,CALCUTTA,10,118,west bengal,1305,kolkata,342,1305,kolkata,342,WEST BENGAL,0,,,,,,,,,,,,,,
23,west bengal,1306,SOUTH TWENTY FOUR PARGANAS,9,1306,SOUTH TWENTY FOUR PARGANAS,9,118,west bengal,1306,south twenty four parganas,343,1306,south twenty fou,343,WEST BENGAL,SOUTH 24 PARAGANAS,,,,,,,,,,,,,,
23,west bengal,1307,MEDINIPUR,13,1307,MEDINIPUR,13,118,west bengal,1307,paschim medinipur,344,1307,paschim medinipu,344,WEST BENGAL,MIDNAPUR WEST,,,,,,,,,,,,,,
,,,,,,,,118,west bengal,1307,purba medinipur,345,1307,purba medinipur,345,WEST BENGAL,MIDNAPUR EAST,,,,,,,,,,,,,,
23,west bengal,1647,BARDDHAMAN,16,1647,BARDDHAMAN,16,118,west bengal,1647,barddhaman,335,1647,paschim barddham,931,WEST BENGAL,PASCHIM BARDHAMAN,,,,,,,,,,,,,,
,,,,,,,,118,west bengal,,,,1647,purba barddhaman,932,WEST BENGAL,PURBA BARDHAMAN,,,,,,,,,,,,,,
,,,,,,,,104,uttarakhand,1054,uttarkashi,56,1054,uttarkashi,56,UTTARAKHAND,UTTARKASHI,,,,,,,,,,,,,,
24,uttar pradesh,1055,Chamoli,2,1055,Chamoli,2,104,uttarakhand,1055,chamoli,57,1055,chamoli,57,UTTARAKHAND,CHAMOLI,,,,,,,,,,,,,,
,,,,,,,,104,uttarakhand,1055,rudraprayag,58,1055,rudraprayag,58,UTTARAKHAND,RUDRAPRAYAG,,,,,,,,,,,,,,
24,uttar pradesh,1055,Tehri Garhwal,3,1055,Tehri Garhwal,3,104,uttarakhand,1055,tehri garhwal,59,1055,tehri garhwal,59,UTTARAKHAND,TEHRI GARHWAL,,,,,,,,,,,,,,
24,uttar pradesh,1055,Garhwal,5,1055,Garhwal,5,104,uttarakhand,1055,garhwal,61,1055,garhwal,61,UTTARAKHAND,PAURI(GARHWAL),,,,,,,,,,,,,,
24,uttar pradesh,1058,Dehradun,4,1058,Dehradun,4,104,uttarakhand,1058,dehradun,60,1058,dehradun,60,UTTARAKHAND,DEHRADUN,,,,,,,,,,,,,,
24,uttar pradesh,1064,Nainital,8,1064,Nainital,8,104,uttarakhand,1064,nainital,66,1064,nainital,66,UTTARAKHAND,NAINITAL,,,,,,,,,,,,,,
,,,,,,,,104,uttarakhand,1064,udham singh nagar,67,1064,udham singh naga,67,UTTARAKHAND,UDHAM SINGH NAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1064,Pithoragarh,6,1064,Pithoragarh,6,104,uttarakhand,1064,pithoragarh,62,1064,pithoragarh,62,UTTARAKHAND,PITHORAGARH,,,,,,,,,,,,,,
,,,,,,,,104,uttarakhand,1064,champawat,65,1064,champawat,65,UTTARAKHAND,CHAMPAWAT,,,,,,,,,,,,,,
,,,,,,,,104,uttarakhand,1062,bageshwar,63,1062,bageshwar,63,UTTARAKHAND,BAGESHWAR,,,,,,,,,,,,,,
24,uttar pradesh,1062,Almora,7,1062,Almora,7,104,uttarakhand,1062,almora,64,1062,almora,64,UTTARAKHAND,ALMORA,,,,,,,,,,,,,,
24,uttar pradesh,1066,Hardwar,13,1066,Hardwar,13,104,uttarakhand,1066,hardwar,68,1066,hardwar,68,UTTARAKHAND,HARIDWAR,,,,,,,,,,,,,,
24,uttar pradesh,1120,Saharanpur,12,1120,Saharanpur,12,108,uttar pradesh,1120,saharanpur,132,1120,saharanpur,132,UTTAR PRADESH,SAHARANPUR,,,,,,,,,,,,,,
24,uttar pradesh,1121,Bijnor,9,1121,Bijnor,9,108,uttar pradesh,1121,bijnor,134,1121,bijnor,134,UTTAR PRADESH,BIJNOR,,,,,,,,,,,,,,
24,uttar pradesh,1122,Rampur,11,1122,Rampur,11,108,uttar pradesh,1122,rampur,136,1122,rampur,136,UTTAR PRADESH,RAMPUR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1645,jyotiba phule nagar,137,1645,jyotiba phule na,137,UTTAR PRADESH,JYOTIBA PHULE NAGAR (AMROHA),,,,,,,,,,,,,,
24,uttar pradesh,1645,Moradabad,10,1645,Moradabad,10,108,uttar pradesh,1645,moradabad,135,1645,moradabad,925,UTTAR PRADESH,MORADABAD,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,,,,1645,sambhal,928,UTTAR PRADESH,SAMBHAL,,,,,,,,,,,,,,
24,uttar pradesh,1645,Budaun,24,1645,Budaun,24,108,uttar pradesh,1645,budaun,149,1645,budaun,922,UTTAR PRADESH,BUDAUN,,,,,,,,,,,,,,
24,uttar pradesh,1124,Meerut,15,1124,Meerut,15,108,uttar pradesh,1124,meerut,138,1124,meerut,138,UTTAR PRADESH,MEERUT,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1124,baghpat,139,1124,baghpat,139,UTTAR PRADESH,BAGPAT,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1644,gautam buddha nagar,141,1644,gautam buddha na,141,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1644,Bulandshahr,17,1644,Bulandshahr,17,108,uttar pradesh,1644,bulandshahr,142,1644,bulandshahr,142,UTTAR PRADESH,BULANDSHAHR,,,,,,,,,,,,,,
24,uttar pradesh,1644,Ghaziabad,16,1644,Ghaziabad,16,108,uttar pradesh,1644,ghaziabad,140,1644,ghaziabad,923,UTTAR PRADESH,GHAZIABAD,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,,,,1644,hapur,924,UTTAR PRADESH,HAPUR,,,,,,,,,,,,,,
24,uttar pradesh,1130,Aligarh,18,1130,Aligarh,18,108,uttar pradesh,1130,aligarh,143,1130,aligarh,143,UTTAR PRADESH,ALIGARH,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1130,mahamaya nagar,144,1130,mahamaya nagar,144,UTTAR PRADESH,MAHAMAYA NAGAR(HATHRAS),,,,,,,,,,,,,,
24,uttar pradesh,1130,Mathura,19,1130,Mathura,19,108,uttar pradesh,1130,mathura,145,1130,mathura,145,UTTAR PRADESH,MATHURA,,,,,,,,,,,,,,
24,uttar pradesh,1131,Agra,20,1131,Agra,20,108,uttar pradesh,1131,agra,146,1131,agra,146,UTTAR PRADESH,AGRA,,,,,,,,,,,,,,
24,uttar pradesh,1132,Firozabad,21,1132,Firozabad,21,108,uttar pradesh,1132,firozabad,147,1132,firozabad,147,UTTAR PRADESH,FIROZABAD,,,,,,,,,,,,,,
24,uttar pradesh,1133,Mainpuri,23,1133,Mainpuri,23,108,uttar pradesh,1133,mainpuri,148,1133,mainpuri,148,UTTAR PRADESH,MAINPURI,,,,,,,,,,,,,,
24,uttar pradesh,1134,Bareilly,25,1134,Bareilly,25,108,uttar pradesh,1134,bareilly,150,1134,bareilly,150,UTTAR PRADESH,BAREILLY,,,,,,,,,,,,,,
24,uttar pradesh,1135,Pilibhit,26,1135,Pilibhit,26,108,uttar pradesh,1135,pilibhit,151,1135,pilibhit,151,UTTAR PRADESH,PILIBHIT,,,,,,,,,,,,,,
24,uttar pradesh,1136,Shahjahanpur,27,1136,Shahjahanpur,27,108,uttar pradesh,1136,shahjahanpur,152,1136,shahjahanpur,152,UTTAR PRADESH,SHAHJAHANPUR,,,,,,,,,,,,,,
24,uttar pradesh,1137,Kheri,28,1137,Kheri,28,108,uttar pradesh,1137,kheri,153,1137,kheri,153,UTTAR PRADESH,LAKHIMPUR KHERI,,,,,,,,,,,,,,
24,uttar pradesh,1138,Sitapur,29,1138,Sitapur,29,108,uttar pradesh,1138,sitapur,154,1138,sitapur,154,UTTAR PRADESH,SITAPUR,,,,,,,,,,,,,,
24,uttar pradesh,1139,Hardoi,30,1139,Hardoi,30,108,uttar pradesh,1139,hardoi,155,1139,hardoi,155,UTTAR PRADESH,HARDOI,,,,,,,,,,,,,,
24,uttar pradesh,1140,Unnao,31,1140,Unnao,31,108,uttar pradesh,1140,unnao,156,1140,unnao,156,UTTAR PRADESH,UNNAO,,,,,,,,,,,,,,
24,uttar pradesh,1141,Lucknow,32,1141,Lucknow,32,108,uttar pradesh,1141,lucknow,157,1141,lucknow,157,UTTAR PRADESH,LUCKNOW,,,,,,,,,,,,,,
24,uttar pradesh,,,,1142,Farrukhabad,34,108,uttar pradesh,1142,farrukhabad,159,1142,farrukhabad,159,UTTAR PRADESH,FARRUKHABAD,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1142,kannauj,160,1142,kannauj,160,UTTAR PRADESH,KANNAUJ,,,,,,,,,,,,,,
24,uttar pradesh,1144,Etawah,35,1144,Etawah,35,108,uttar pradesh,1144,etawah,161,1144,etawah,161,UTTAR PRADESH,ETAWAH,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1144,auraiya,162,1144,auraiya,162,UTTAR PRADESH,AURAIYA,,,,,,,,,,,,,,
24,uttar pradesh,1146,Kanpur Dehat,36,1146,Kanpur Dehat,36,108,uttar pradesh,1146,kanpur dehat,163,1146,kanpur dehat,163,UTTAR PRADESH,KANPUR DEHAT,,,,,,,,,,,,,,
24,uttar pradesh,1146,Kanpur Nagar,37,1146,Kanpur Nagar,37,108,uttar pradesh,1146,kanpur nagar,164,1146,kanpur nagar,164,UTTAR PRADESH,KANPUR NAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1148,Jalaun,38,1148,Jalaun,38,108,uttar pradesh,1148,jalaun,165,1148,jalaun,165,UTTAR PRADESH,JALAUN,,,,,,,,,,,,,,
24,uttar pradesh,1149,Jhansi,39,1149,Jhansi,39,108,uttar pradesh,1149,jhansi,166,1149,jhansi,166,UTTAR PRADESH,JHANSI,,,,,,,,,,,,,,
24,uttar pradesh,1150,Lalitpur,40,,,,108,uttar pradesh,1150,lalitpur,167,1150,lalitpur,167,UTTAR PRADESH,LALITPUR,,,,,,,,,,,,,,
24,uttar pradesh,1151,Hamirpur,41,1151,Hamirpur,41,108,uttar pradesh,1151,hamirpur,168,1151,hamirpur,168,UTTAR PRADESH,HAMIRPUR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1151,mahoba,169,1151,mahoba,169,UTTAR PRADESH,MAHOBA,,,,,,,,,,,,,,
24,uttar pradesh,1152,Banda,42,1152,Banda,42,108,uttar pradesh,1152,banda,170,1152,banda,170,UTTAR PRADESH,BANDA,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1152,chitrakoot,171,1152,chitrakoot,171,UTTAR PRADESH,CHITRAKOOT,,,,,,,,,,,,,,
24,uttar pradesh,1642,Rae Bareli,33,1642,Rae Bareli,33,108,uttar pradesh,1642,rae bareli,158,1642,rae bareli,927,UTTAR PRADESH,RAE BARELI,,,,,,,,,,,,,,
24,uttar pradesh,1642,Sultanpur,50,1642,Sultanpur,50,108,uttar pradesh,1642,sultanpur,179,1642,sultanpur,930,UTTAR PRADESH,SULTANPUR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,,,,1642,amethi,921,UTTAR PRADESH,AMETHI,,,,,,,,,,,,,,
24,uttar pradesh,1155,Fatehpur,43,1155,Fatehpur,43,108,uttar pradesh,1155,fatehpur,172,1155,fatehpur,172,UTTAR PRADESH,FATEHPUR,,,,,,,,,,,,,,
24,uttar pradesh,1156,Pratapgarh,44,1156,Pratapgarh,44,108,uttar pradesh,1156,pratapgarh,173,1156,pratapgarh,173,UTTAR PRADESH,PRATAPGARH,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1158,kaushambi,174,1158,kaushambi,174,UTTAR PRADESH,KAUSHAMBI,,,,,,,,,,,,,,
24,uttar pradesh,1158,Allahabad,45,1158,Allahabad,45,108,uttar pradesh,1158,allahabad,175,1158,allahabad,175,UTTAR PRADESH,ALLAHABAD,,,,,,,,,,,,,,
24,uttar pradesh,1160,Barabanki,48,1160,Barabanki,48,108,uttar pradesh,1160,bara banki,176,1160,bara banki,176,UTTAR PRADESH,BARABANKI,,,,,,,,,,,,,,
24,uttar pradesh,1160,Faizabad,49,1160,Faizabad,49,108,uttar pradesh,1160,faizabad,177,1160,faizabad,177,UTTAR PRADESH,FAIZABAD,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1160,ambedkar nagar,178,1160,ambedkar nagar,178,UTTAR PRADESH,AMBEDKAR NAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1162,Bahraich,46,1162,Bahraich,46,108,uttar pradesh,1162,bahraich,180,1162,bahraich,180,UTTAR PRADESH,BAHRAICH,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1162,shrawasti,181,1162,shrawasti,181,UTTAR PRADESH,SHRAVASTI,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1165,balrampur,182,1165,balrampur,182,UTTAR PRADESH,BALRAMPUR,,,,,,,,,,,,,,
24,uttar pradesh,1165,Gonda,47,1165,Gonda,47,108,uttar pradesh,1165,gonda,183,1165,gonda,183,UTTAR PRADESH,GONDA,,,,,,,,,,,,,,
24,uttar pradesh,1167,Siddharthnagar,51,1167,Siddharthnagar,51,108,uttar pradesh,1167,siddharth nagar,184,1167,siddharthnagar,184,UTTAR PRADESH,SIDDHARTHNAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1167,Basti,53,1167,Basti,53,108,uttar pradesh,1167,basti,185,1167,basti,185,UTTAR PRADESH,BASTI,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1167,sant kabir nagar,186,1167,sant kabir nagar,186,UTTAR PRADESH,SANT KABIR NAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1169,Mahrajganj,52,1169,Mahrajganj,52,108,uttar pradesh,1169,mahrajganj,187,1169,mahrajganj,187,UTTAR PRADESH,MAHARAJGANJ,,,,,,,,,,,,,,
24,uttar pradesh,1170,Gorakhpur,54,1170,Gorakhpur,54,108,uttar pradesh,1170,gorakhpur,188,1170,gorakhpur,188,UTTAR PRADESH,GORAKHPUR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1172,kushinagar,189,1172,kushinagar,189,UTTAR PRADESH,KUSHINAGAR,,,,,,,,,,,,,,
24,uttar pradesh,1172,Deoria,55,1172,Deoria,55,108,uttar pradesh,1172,deoria,190,1172,deoria,190,UTTAR PRADESH,DEORIA,,,,,,,,,,,,,,
24,uttar pradesh,,,,1173,Azamgarh,57,108,uttar pradesh,1173,azamgarh,191,1173,azamgarh,191,UTTAR PRADESH,AZAMGARH,,,,,,,,,,,,,,
24,uttar pradesh,1174,Mau,56,1174,Mau,56,108,uttar pradesh,1174,mau,192,1174,mau,192,UTTAR PRADESH,MAU,,,,,,,,,,,,,,
24,uttar pradesh,,,,1175,Ballia,59,108,uttar pradesh,1175,ballia,193,1175,ballia,193,UTTAR PRADESH,BALLIA,,,,,,,,,,,,,,
24,uttar pradesh,,,,1176,Jaunpur,58,108,uttar pradesh,1176,jaunpur,194,1176,jaunpur,194,UTTAR PRADESH,JAUNPUR,,,,,,,,,,,,,,
24,uttar pradesh,,,,1177,Ghazipur,60,108,uttar pradesh,1177,ghazipur,195,1177,ghazipur,195,UTTAR PRADESH,GHAZIPUR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1179,chandauli,196,1179,chandauli,196,UTTAR PRADESH,CHANDAULI,,,,,,,,,,,,,,
24,uttar pradesh,,,,1179,Varanasi,61,108,uttar pradesh,1179,varanasi,197,1179,varanasi,197,UTTAR PRADESH,VARANASI,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1179,sant ravidas nagar (bhadohi),198,1179,sant ravidas nag,198,UTTAR PRADESH,SANT RAVIDAS NAGAR( BHADOHI),,,,,,,,,,,,,,
24,uttar pradesh,,,,1181,Mirzapur,62,108,uttar pradesh,1181,mirzapur,199,1181,mirzapur,199,UTTAR PRADESH,MIRZAPUR,,,,,,,,,,,,,,
24,uttar pradesh,,,,1182,Sonbhadra,63,108,uttar pradesh,1182,sonbhadra,200,1182,sonbhadra,200,UTTAR PRADESH,SONBHADRA,,,,,,,,,,,,,,
24,uttar pradesh,1183,Etah,22,1183,Etah,22,108,uttar pradesh,1183,etah,201,1183,etah,201,UTTAR PRADESH,ETAH,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,1183,kanshiram nagar,202,1183,kanshiram nagar,202,UTTAR PRADESH,KANSHIRAM NAGAR (KASGANJ),,,,,,,,,,,,,,
24,uttar pradesh,1646,Muzaffarnagar,14,1646,Muzaffarnagar,14,108,uttar pradesh,1646,muzaffarnagar,133,1646,muzaffarnagar,926,UTTAR PRADESH,MUZAFFARNAGAR,,,,,,,,,,,,,,
,,,,,,,,108,uttar pradesh,,,,1646,shamli,929,UTTAR PRADESH,SHAMLI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,
30,new delhi,90,Delhi,0,90,Delhi,1,106,nct of delhi,90,central,95,90,central,837,0,0,,,,,,,,,,,,,,
30,new delhi,90,Delhi,2,,,,106,nct of delhi,90,east,93,90,east,838,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,new delhi,94,90,new delhi,839,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,north,91,90,north,840,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,north east,92,90,north east,841,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,north west,90,90,north west,842,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,,,,90,shahdara,843,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,south,98,90,south,844,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,,,,90,south east,845,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,south west,97,90,south west,846,0,0,,,,,,,,,,,,,,
,,,,,,,,106,nct of delhi,90,west,96,90,west,847,0,0,,,,,,,,,,,,,,
34,arunachalpradesh,1227,TAWANG,1,1227,TAWANG,1,111,arunachal pradesh,1227,tawang,245,1227,tawang,245,ARUNACHAL PRADESH,TAWANG,,,,,,,,,,,,,,
34,arunachalpradesh,1228,WEST KAMENG,2,1228,WEST KAMENG,2,111,arunachal pradesh,1228,west kameng,246,1228,west kameng,246,ARUNACHAL PRADESH,WEST KAMENG,,,,,,,,,,,,,,
